Country,Year,Miles_Equator,Political Stability,School Enrollment Female,Life Expency,GDP_Per_Capita,More_than_once_a_week,Once_a_week,Once_a_month,Only_on_special_holy_days,Once_a_year,Less_often,Never_practically_never,Don't know,No answer,other missing,Religousity,Religousity2,Religousity_3,Religousity_4
Iceland,2019,4482.450519,1.639300942,113.703453,83.1634146,58290.1,0.6,2,5.9,16.4,12.3,14.8,47.4,0.3,0.3,0,14.2,2.833333333,0.085,575.1
Italy,2019,2889.16386,0.40438509,100.38871,83.497561,44376.16,5,21.7,14,23,6.1,6,22.2,0.6,1.4,0,14,13.56666667,0.407,421.7
Kazakhstan,2019,3313.350537,-0.168488264,113.792992,73.18,27463.97,3.2,12.1,17.6,37.1,6.7,7,11.1,3.4,1.8,0,13.54285714,10.96666667,0.329,425.2
Jordan,2019,2110.376316,-0.261968046,66.0014877,74.526,10496.44,38.9,13.6,3.9,8,3.6,5.4,26.2,0.4,0,0,14.22857143,18.8,0.564,346.8
Korea,2019,2477.635233,0.55120641,95.5517731,83.2268293,42998.39,9.2,9.8,3.9,8,4.1,12.9,52.2,0,0,0,14.3,7.633333333,0.229,535.8
Latvia,2019,3924.694815,0.443465203,107.570869,75.3878049,31883.26,1.3,4.6,6.9,17,12.4,14.7,40.4,1.8,0.9,0,13.9,4.266666667,0.128,554.7
Lithuania,2019,3806.691222,0.779812694,106.592377,76.2829268,38540.78,1.6,12.1,16.2,37.9,5.6,10,15.6,0.3,0.7,0,14.14285714,9.966666667,0.299,431.9
Malaysia,2019,290.523396,0.143876806,86.9933395,76.156,29620.98,23,24.4,12.9,14.5,3.4,17.5,4.3,0,0,0,14.28571429,20.1,0.603,320.6
Mexico,2019,1630.780569,-0.836903512,109.537399,75.054,19862.56,12.6,30.4,17.5,12,5.7,9.3,12.3,0,0.1,0,14.25714286,20.16666667,0.605,345.2
Montenegro,2019,2946.898782,0.067673579,90.9646988,76.6829268,23072.58,6.7,9.2,20.8,36.2,5.4,11.8,8.2,0.6,1,0,14.04285714,12.23333333,0.367,401.3
Morocco,2019,2193.627438,-0.339893311,78.1782227,76.68,7865.26,33.7,17.7,6.8,18.3,5.2,7.7,10.8,0,0,0,14.31428571,19.4,0.582,310.5
Netherlands,2019,3597.151677,0.847549617,135.150284,82.1121951,59004.32,2.8,6.5,4.6,7.7,5.9,8.7,58.8,1.4,0.7,2.8,13.57142857,4.633333333,0.139,599.2
New Zealand,2019,-2822.138433,1.411302328,126.509949,81.7073171,45554.81,3.2,9.7,3.4,4.7,5.6,12.5,58.3,0,0,2.6,13.91428571,5.433333333,0.163,588.7
Norway,2019,4172.569656,1.170564771,115.607178,82.9585366,66799.16,2.4,3.2,6.2,24.5,13.3,9.9,40.4,0.1,0,0,14.27142857,3.933333333,0.118,534.9
Pakistan,2019,2095.897149,-2.265187025,41.5903206,67.273,5542.21,24.3,21.8,14.7,14.6,6.2,10.6,6.4,1.1,0.3,0,14.08571429,20.26666667,0.608,321.3
Peru,2019,-634.107723,-0.152364984,105.598503,76.736,13401.01,9.9,26,21.2,16.7,5.1,11.4,9.6,0,0.2,0,14.27142857,19.03333333,0.571,355.2
Philippines,2019,888.700749,-0.915112436,93.9068604,71.231,9290.97,19.1,41.4,21.3,5.8,3.2,8.6,0.5,0,0.1,0,14.27142857,27.26666667,0.818,261
Poland,2019,3582.441222,0.563653529,110.126617,77.904878,33797.77,5.8,41.3,17.1,16.6,3.6,4.7,9.7,0.5,0.6,0,14.11428571,21.4,0.642,329.6
Portugal,2019,2718.591168,1.066230536,120.905891,81.6756098,36172.07,3.2,14.3,12.3,15.1,4.5,18.9,31.1,0.4,0.1,0,14.2,9.933333333,0.298,486.8
Romania,2019,3170.078109,0.561702192,88.2191162,75.6073171,31867.26,5.5,23.9,16.6,33.9,6,8.5,5,0.4,0.3,0,14.2,15.33333333,0.46,360.6
Russia,2019,4245.15669,-0.557384431,102.139168,73.0839024,30067.74,1.7,5.1,9.5,26,7.5,10.9,36,2.1,1.2,0,13.81428571,5.433333333,0.163,526.9
Serbia,2019,3037.139949,-0.065950118,94.9925766,75.9365854,18822.36,1.3,6.8,12,36.2,7.2,18.9,15.5,0.6,1.6,0,13.98571429,6.7,0.201,472.8
Singapore,2019,93.293727,1.500786424,104.28141,83.595122,102431.32,11.9,20.2,10.5,16,4.1,19.7,16.9,0,0.8,0,14.18571429,14.2,0.426,412
Slovenia,2019,3184.435629,0.807429194,114.145187,81.5292683,40670.88,1.5,13.7,8.6,25.3,6.3,9.1,35,0.1,0.4,0,14.21428571,7.933333333,0.238,491.4
Spain,2019,2791.993023,0.310685813,127.790512,83.8317073,41695.15,3.2,13.5,6.1,13,4.3,12.2,46.2,1,0.4,0,14.07142857,7.6,0.228,530.2
Sweden,2019,4148.843109,1.039472699,151.172134,83.1097561,54598.78,1.3,4,4.4,12.2,10.4,16.2,51.4,0.1,0,0,14.27142857,3.233333333,0.097,581.1
Thailand,2019,1095.032208,-0.483683407,113.355476,77.15,19216.84,11,15.4,11.5,27,6.3,26.4,1.7,0,0,0.8,14.18571429,12.63333333,0.379,394.1
United Kingdom,2019,3821.085519,0.53973186,120.080551,81.204878,49041.46,4.4,6.8,5.4,8.2,7.9,7.1,60.2,0,0,0,14.28571429,5.533333333,0.166,570.5
United States,2019,2559.22656,0.134975299,99.1894531,78.7878049,65094.8,9.2,20,9.7,8.4,5,14.1,33.3,0,0.3,0,14.24285714,12.96666667,0.389,457.3
Albania,2020,2839.579908,0.087552309,95.3323669,78.686,13632.19,2.2,6.8,5.8,37.8,2.8,2.6,41.3,0.2,0.5,0,14.18571429,4.933333333,0.148,509.2
Australia,2020,-1743.933462,0.850844324,131.806595,83.2,53316.89,4,8.7,4.8,10,5.1,11.6,55.3,0,0.4,0,14.21428571,5.833333333,0.175,561.6
Bangladesh,2020,1634.264586,-0.922474504,81.4880524,72.868,5995.41,29.2,15.2,9.8,25.2,5.5,13.6,1.4,0.1,0.1,0,14.27142857,18.06666667,0.542,310.4
Bolivia,2020,-1124.020626,-0.459805071,89.7323608,71.771,8283.13,10.3,32.1,22.7,10.5,6.8,11,6.5,0.1,0.1,0,14.27142857,21.7,0.651,331.8
Belarus,2020,3705.976683,-0.895924509,102.672859,74.2268293,20237.55,2.5,5.6,11.7,36.4,11,7.6,23.6,0.4,1.2,0,14.05714286,6.6,0.198,474.2
Colombia,2020,315.389892,-0.663913071,103.983673,77.46,14868.47,13.8,29.3,15.2,7.7,5.5,14.5,14.1,0,0,0,14.3,19.43333333,0.583,362
Ecuador,2020,-126.355491,-0.269370615,101.816818,77.216,10890.46,11.7,30.8,18.8,6.5,7,17.4,7.4,0.1,0.2,0.2,14.22857143,20.43333333,0.613,351.5
Georgia,2020,2919.763083,-0.415690362,103.086433,73.919,14731.2,6,14,13.8,24.4,3.6,22.8,15.3,0.1,0,0,14.27142857,11.26666667,0.338,435.7
Guatemala,2020,1089.059499,-0.418793201,49.9117088,74.529,8852.95,20.6,29,13.8,13.4,5.4,9.4,8.4,0,0,0,14.28571429,21.13333333,0.634,315.8
Hong Kong,2020,1545.353532,0.092972033,107.587692,85.3878049,58980.01,4.2,7.3,4.6,8.7,3.1,21.3,50.4,0.2,0.1,0,14.22857143,5.366666667,0.161,566
Kazakhstan,2020,3313.350537,-0.256105691,103.822746,71.37,26750.45,3.2,12.1,17.6,37.1,6.7,7,11.1,3.4,1.8,0,13.54285714,10.96666667,0.329,425.2
Jordan,2020,2110.376316,-0.274932474,68.8369598,74.655,10354.16,38.9,13.6,3.9,8,3.6,5.4,26.2,0.4,0,0,14.22857143,18.8,0.564,346.8
Malaysia,2020,290.523396,0.113924153,85.407959,76.306,27921.41,23,24.4,12.9,14.5,3.4,17.5,4.3,0,0,0,14.28571429,20.1,0.603,320.6
Montenegro,2020,2946.898782,-0.059554223,91.3377228,75.9317073,19989.65,6.7,9.2,20.8,36.2,5.4,11.8,8.2,0.6,1,0,14.04285714,12.23333333,0.367,401.3
Morocco,2020,2193.627438,-0.353218377,80.322052,76.901,7368.89,33.7,17.7,6.8,18.3,5.2,7.7,10.8,0,0,0,14.31428571,19.4,0.582,310.5
Peru,2020,-634.107723,-0.355914146,106.907516,76.947,11908.06,9.9,26,21.2,16.7,5.1,11.4,9.6,0,0.2,0,14.27142857,19.03333333,0.571,355.2
Philippines,2020,888.700749,-0.753126085,95.6992416,71.36,8394.24,19.1,41.4,21.3,5.8,3.2,8.6,0.5,0,0.1,0,14.27142857,27.26666667,0.818,261
Serbia,2020,3037.139949,-0.163741484,92.9392471,74.2292683,19093.96,1.3,6.8,12,36.2,7.2,18.9,15.5,0.6,1.6,0,13.98571429,6.7,0.201,472.8
Thailand,2020,1095.032208,-0.575292408,112.340736,77.344,18197.94,11,15.4,11.5,27,6.3,26.4,1.7,0,0,0.8,14.18571429,12.63333333,0.379,394.1
