Country,Year,Miles_Equator,Political_Stability,School_Enrollment_F,Life_Expency,GDP_Per_Capita,None at all,2,3,4,5,6,7,8,9,A great deal,Don't know,No answer,Base mean,Freedom_Mean,Std Dev.,,Freedom
United Kingdom,2017,3821.085519,0.38615787,127.709969,81.2560976,46372.3866,1.2,0.6,2.2,3.5,10.1,9.4,18.9,26.9,11.6,15.1,0.5,0,1785,7.36,1.93,0.176,0.176884422
United States,2017,2559.22656,0.291817456,98.6955566,78.5390244,59914.7778,1.2,0.7,2.1,2.6,7.9,7.9,15.6,22.7,14.1,24.6,0,0.6,2580,7.74,2.01,0.145,0.144135189
Albania,2018,2839.579908,0.11116863,95.7046509,78.458,13498.13817,5.6,3.5,4.1,5.8,13.9,8.6,11.2,14.6,8.1,24.2,0.3,0.1,1448,6.82,2.71,0.329,0.329659319
Argentina,2018,-2650.710693,-0.091444202,109.949219,76.52,23290.67574,1.4,0.7,0.8,1.6,11.1,9.8,14.2,22,12.3,24.5,1.3,0.3,987,7.69,2,0.156,0.157575758
Australia,2018,-1743.933462,0.911745727,128.636002,82.7487805,50169.18729,1.1,1.3,2.7,2.7,8.9,8,15.9,26.6,13.3,18.3,0,1.1,1793,7.5,2.02,0.167,0.165182987
Austria,2018,3278.619939,0.916747928,98.0779877,81.6926829,56960.09143,1.5,0.8,2.4,4.6,11.5,12,18.5,22.8,9.8,15.2,0.2,0.5,1640,7.16,2.03,0.208,0.207377866
Bangladesh,2018,1634.264586,-0.932975292,78.2707291,72.32,5321.940225,3.2,1,3,2.6,5.7,13.8,17.1,24.6,15.9,13.2,0,0,1200,7.27,2.12,0.155,0.155
Bolivia,2018,-1124.020626,-0.730085671,88.7582703,71.239,8862.313088,0.9,0.8,1.2,3.2,12.8,11.4,14.1,22.3,9,22.4,1.7,0.2,2027,7.48,2.02,0.189,0.191878173
Brazil,2018,-982.215276,-0.713788211,106.663322,75.672,15018.6824,3.8,1,1.8,2.1,16.5,7.3,10.9,11.4,5.1,37.6,1.9,0.5,1719,7.54,2.53,0.252,0.255578093
Bulgaria,2018,2948.637927,0.578860998,95.1864166,74.9634146,23016.09064,4.6,4.4,4.9,6.4,14.4,10.3,12.2,14.3,7.7,15.2,3.9,1.7,1478,6.44,2.59,0.347,0.354805726
Myanmar,2018,1512.063585,-1.328067183,71.2975311,66.867,4574.596178,4.3,4,6.4,4.7,19.2,7.7,8.6,13.2,5.8,26.2,0,0,1200,6.72,2.74,0.386,0.386
Belarus,2018,3705.976683,0.332389116,101.690742,74.1756098,19428.00746,1.7,0.9,2.5,4.8,15.4,9.5,18.8,18.4,9.5,18.1,0.3,0.2,1539,7.13,2.14,0.253,0.253253253
Canada,2018,3872.995254,1.01676774,114.747681,82.0487805,49992.76228,0.5,0.7,2.3,2.9,7.6,10.6,21.5,29.3,14.2,10.4,0,0,4018,7.38,1.75,0.14,0.14
Chile,2018,-2461.585143,0.007929707,102.389381,80.042,25526.70552,0.8,1.2,2.9,9.1,9.8,12.4,12.3,14.3,7.7,28.9,0.5,0.3,992,7.35,2.32,0.238,0.238476954
Colombia,2018,315.389892,-0.949501574,100.091454,77.109,15044.05534,2.9,0.5,1.2,2,10.2,5,8.8,16.2,7,46.1,0,0,1520,8.12,2.31,0.168,0.168
Croatia,2018,3111.9,0.694699943,102.458481,78.0707317,28877.23828,1.1,1,1.9,2.4,13.4,9.5,18.1,20,7.9,22.5,2,0.3,1458,7.42,2.06,0.198,0.201424212
Cyprus,2018,2423.722497,0.557369947,98.9669724,80.828,40559.125,2.9,0.3,3.4,5,19.5,11.3,15.6,18,7.8,14.7,1.1,0.5,985,6.8,2.2,0.311,0.312877264
Czechia,2018,3437.406948,0.943887472,102.51844,79.0292683,41135.49298,1.9,1.7,2.8,5,12.2,9.8,14.4,22.1,13.3,14.8,1.6,0.5,1789,7.13,2.18,0.236,0.238624874
Denmark,2018,3882.21048,0.995625198,129.706055,80.9536585,57482.9624,0.6,0.6,1.1,2,6.8,6.6,17.1,32.7,17.9,13.8,0.6,0.3,3339,7.74,1.68,0.111,0.111334002
Ecuador,2018,-126.355491,-0.232956856,102.844116,76.8,11837.95927,3.2,1.4,1.5,3.5,11.1,6.9,13.9,18.3,8.1,31.1,0.9,0,1188,7.57,2.37,0.207,0.208879919
Estonia,2018,4043.073768,0.633256257,118.341637,78.2439024,36249.35815,0.6,1,3.1,2.6,15,10.4,19.5,21.3,11.7,12.6,1.7,0.5,1276,7.13,1.95,0.223,0.225708502
Finland,2018,4272.76359,0.851656735,162.63884,81.7341463,49580.6052,0.5,0.7,1.1,1.4,5.9,5.9,16.3,34.3,18.4,13.5,1.6,0.3,1197,7.81,1.63,0.096,0.097264438
France,2018,3189.707022,0.29938224,104.071129,82.6756098,46576.60185,2.4,1.8,2.3,3.9,13.1,11.8,17.9,25.8,8.2,12.3,0.4,0.1,1872,6.96,2.1,0.235,0.235707121
Georgia,2018,2919.763083,-0.488382638,106.77726,73.6,14593.92448,15.1,5.4,2.5,2.8,13.3,6.2,8.2,9.1,5.5,30.6,1.1,0.2,2183,6.42,3.3,0.391,0.394550959
Germany,2018,3530.432679,0.574308574,94.5529709,80.8926829,55235.3663,0.7,0.6,2.2,3.6,14.2,9.8,20.1,24.5,9.1,13.6,1.3,0.2,3647,7.19,1.9,0.213,0.21536906
Greece,2018,2696.120352,0.181738213,102.052361,81.7878049,29617.54834,1.9,4.1,8,10.1,14.1,16.6,20.2,15,5.3,4.4,0.3,0.1,1196,5.99,2.1,0.382,0.382765531
Guatemala,2018,1089.059499,-0.573592246,51.438179,74.063,8664.33432,1.5,0.7,1.3,3,9.4,10.1,14.6,18,11.6,29.9,0,0,1229,7.75,2.11,0.159,0.159
Hong Kong,2018,1545.353532,-0.222177982,105.795113,84.9341463,62513.95527,1.7,1.2,3.4,6.1,14.8,16.1,21.1,20.4,6.6,8.3,0.2,0,2072,6.64,1.97,0.272,0.27254509
Hungary,2018,3254.212086,0.772158086,103.68013,76.0658537,31913.07466,2.4,1.2,2.8,4.9,16.6,10.4,13.9,21.5,6.7,18.7,0.4,0.4,1507,7.01,2.24,0.279,0.279
Iceland,2018,4482.450519,1.639300942,117.344856,82.8609756,57211.30031,0.2,0.7,1.6,1.5,6.6,6.7,17,34.1,17.3,13.5,0.4,0.4,1620,7.74,1.64,0.106,0.106
Indonesia,2018,-54.459975,-0.493404567,90.0409393,71.509,11643.39732,3.6,1.4,2.7,2,9.1,6.4,13.5,19.4,7.2,34,0.7,0,3176,7.66,2.41,0.188,0.189325277
Italy,2018,2889.16386,0.40438509,100.627792,83.3463415,43036.24378,1,0.9,1.6,2.6,8.2,16.4,25.1,25.9,8.1,8.8,1.3,0,2251,7.11,1.72,0.143,0.144883485
Kazakhstan,2018,3313.350537,-0.168488264,114.718071,73.15,26154.60194,4.1,1.2,2.6,5.9,17.2,14.5,15.3,14.9,7.5,14.8,1.7,0.4,1249,6.67,2.31,0.31,0.31408308
Jordan,2018,2110.376316,-0.261968046,64.15522,74.405,10252.61882,2.5,1.2,1.5,3.2,14.2,9.5,15.5,18.3,9.5,24.7,0,0,1203,7.37,2.24,0.226,0.226
Korea,2018,2477.635233,0.55120641,98.1410828,82.6268293,43044.29176,0.2,0.3,1.6,4,7.7,12.4,37.6,27.1,7.1,2,0,0,1245,6.98,1.39,0.138,0.138
Latvia,2018,3924.694815,0.443465203,108.584572,74.7829268,30877.04193,3.7,3,3.9,5.3,13.2,12.5,18.5,20.2,9.6,8.7,1.5,0.1,1312,6.57,2.26,0.291,0.295131846
Lithuania,2018,3806.691222,0.779812694,106.193626,75.6804878,36376.18982,1.1,0.7,2.6,4.2,9.1,11.1,15.5,24,12.1,16.2,2.4,0.9,1404,7.35,2.01,0.177,0.179695431
Malaysia,2018,290.523396,0.143876806,85.4141312,75.997,28236.20719,0.6,0.7,2.1,3.4,11,15.1,19.6,24.5,13.2,9.9,0,0,1313,7.18,1.8,0.178,0.178
Mexico,2018,1630.780569,-0.836903512,109.587608,74.992,20096.15665,1.4,1.1,1.6,1.4,7.4,7.1,10,17.7,11.3,40.9,0.1,0,1739,8.17,2.12,0.129,0.129129129
Montenegro,2018,2946.898782,0.067673579,90.5242996,76.8414634,21513.29975,1.9,1.4,1.2,3.2,8.1,11.7,14.4,15.8,10.3,30.6,1.3,0.2,989,7.69,2.21,0.158,0.159757331
Morocco,2018,2193.627438,-0.339893311,76.581192,76.453,7624.844238,2.1,2.2,3.8,5.5,10.4,16.1,20.8,17.9,7.5,13.6,0,0,1200,6.81,2.16,0.24,0.24
Netherlands,2018,3597.151677,0.847549617,135.008316,81.8121951,57826.6285,1.2,0.8,2.6,2.9,7.1,13.2,26,29.6,8.5,4.2,2.5,0.2,4375,7.02,1.68,0.146,0.149437052
New Zealand,2018,-2822.138433,1.411302328,118.160431,81.8585366,42520.75442,0.2,0.9,1.8,2.9,6.8,8.4,15.4,25.3,18.4,15.8,1.4,0,1013,7.69,1.81,0.126,0.127789047
Norway,2018,4172.569656,1.170564771,114.707901,82.7585366,69808.32941,0.5,1.1,1.1,2.2,6.3,7.6,20.9,28.4,14.4,17.3,0.1,0,1122,7.69,1.76,0.112,0.112112112
Pakistan,2018,2095.897149,-2.265187025,39.1479912,67.114,5420.695792,3.9,1.6,2.3,3.8,12.2,7.6,7.6,11.4,10.2,39.2,0.3,0.1,1989,7.66,2.58,0.238,0.238476954
Peru,2018,-634.107723,-0.152364984,103.639091,76.516,13086.79035,1,0.4,1.1,1.8,10.9,11.2,14,20.8,16,22.2,0.4,0.2,1392,7.69,1.93,0.152,0.152304609
Philippines,2018,888.700749,-0.915112436,88.6372528,71.095,8719.587979,6.3,3.1,2.5,3.9,18.9,13.1,10.1,13.4,7.9,20.8,0,0,1200,6.66,2.62,0.347,0.347
Poland,2018,3582.441222,0.563653529,110.328438,77.602439,31953.03503,2.9,1,2.6,3,15.2,8.7,17.5,22.5,11.8,13,1.8,0.1,1332,7.04,2.15,0.247,0.251271617
Portugal,2018,2718.591168,1.066230536,120.573669,81.3243902,34928.54353,0.8,0.6,1.3,3.4,13.7,12.5,20,27.1,10,9.6,0.8,0.1,1190,7.13,1.78,0.198,0.19939577
Romania,2018,3170.078109,0.561702192,89.1825867,75.3585366,29342.04115,1.7,0.7,2.4,3.4,12.4,8.2,12.5,14.1,8.8,33.6,1.8,0.4,2810,7.67,2.29,0.206,0.208924949
Russia,2018,4245.15669,-0.557384431,102.168159,72.6621951,28821.26172,2.7,1.7,3.5,4.6,15.7,14.2,16.9,15.3,7.2,14.1,4,0.1,3499,6.73,2.23,0.282,0.293444329
Serbia,2018,3037.139949,-0.065950118,95.5646591,75.8902439,17717.9058,2.8,1.8,4.5,6.4,15.1,12.8,14.2,15.9,9.7,15.2,0.7,0.8,2526,6.75,2.33,0.306,0.305694306
Singapore,2018,93.293727,1.500786424,105.323433,83.297561,100686.2371,1.5,1.5,2.1,4.3,15.2,12.8,23.1,23.5,5.7,9.8,0,0.4,2003,6.83,1.93,0.246,0.24501992
Slovenia,2018,3184.435629,0.807429194,115.907738,81.3780488,38961.54435,0.7,0.7,2,2.2,10.6,6.2,17.7,26.4,13.1,19.9,0.5,0.1,1074,7.63,1.9,0.162,0.162650602
Spain,2018,2791.993023,0.310685813,127.382332,83.4317073,40696.38768,1.2,0.5,0.9,2.9,10.5,13,19.8,19.9,14.6,15.7,0.9,0.1,1198,7.41,1.89,0.16,0.161290323
Sweden,2018,4148.843109,1.039472699,156.674957,82.5585366,53521.63064,1.3,0.5,1.3,1.8,6.5,6.5,21.2,32.1,14,14.9,0,0,1198,7.65,1.76,0.114,0.114
Thailand,2018,1095.032208,-0.483683407,116.513489,76.931,18533.96473,4.2,2.7,4.7,7.2,21.2,15.9,14.5,16,4.6,8.7,0.6,0,1491,6.14,2.23,0.4,0.402414487
North Macedonia,2018,2870.995815,0.004356337,79.1018982,76.6487805,16796.27023,2,1.6,3,4.2,9.4,9.4,13.5,18.2,13,21.6,1.9,2.3,1071,7.38,2.27,0.202,0.201195219
United Kingdom,2018,3821.085519,0.53973186,122.352379,81.2560976,47573.48802,1.2,0.6,2.2,3.5,10.1,9.4,18.9,26.9,11.6,15.1,0.5,0,1785,7.36,1.93,0.176,0.176884422
United States,2018,2559.22656,0.134975299,98.7960587,78.6390244,62805.25376,1.2,0.7,2.1,2.6,7.9,7.9,15.6,22.7,14.1,24.6,0,0.6,2580,7.74,2.01,0.145,0.144135189
Albania,2019,2839.579908,0.087552309,95.6599274,78.573,13999.42397,5.6,3.5,4.1,5.8,13.9,8.6,11.2,14.6,8.1,24.2,0.3,0.1,1448,6.82,2.71,0.329,0.329659319
Argentina,2019,-2650.710693,-0.079213515,110.406853,76.667,22997.39176,1.4,0.7,0.8,1.6,11.1,9.8,14.2,22,12.3,24.5,1.3,0.3,987,7.69,2,0.156,0.157575758
Australia,2019,-1743.933462,0.850844324,135.714325,82.9,51748.39772,1.1,1.3,2.7,2.7,8.9,8,15.9,26.6,13.3,18.3,0,1.1,1793,7.5,2.02,0.167,0.165182987
Austria,2019,3278.619939,0.912809432,98.8835831,81.895122,58076.3488,1.5,0.8,2.4,4.6,11.5,12,18.5,22.8,9.8,15.2,0.2,0.5,1640,7.16,2.03,0.208,0.207377866
Bangladesh,2019,1634.264586,-0.922474504,78.2772675,72.591,5784.269636,3.2,1,3,2.6,5.7,13.8,17.1,24.6,15.9,13.2,0,0,1200,7.27,2.12,0.155,0.155
Bolivia,2019,-1124.020626,-0.459805071,89.1542664,71.513,9092.687044,0.9,0.8,1.2,3.2,12.8,11.4,14.1,22.3,9,22.4,1.7,0.2,2027,7.48,2.02,0.189,0.191878173
Brazil,2019,-982.215276,-0.431489855,106.760986,75.881,15358.08949,3.8,1,1.8,2.1,16.5,7.3,10.9,11.4,5.1,37.6,1.9,0.5,1719,7.54,2.53,0.252,0.255578093
Bulgaria,2019,2948.637927,0.418060213,91.5129623,75.1121951,24497.62727,4.6,4.4,4.9,6.4,14.4,10.3,12.2,14.3,7.7,15.2,3.9,1.7,1478,6.44,2.59,0.347,0.354805726
Belarus,2019,3705.976683,-0.895924509,101.531128,74.2268293,20092.88037,1.7,0.9,2.5,4.8,15.4,9.5,18.8,18.4,9.5,18.1,0.3,0.2,1539,7.13,2.14,0.253,0.253253253
Canada,2019,3872.995254,1.029841781,114.820534,82.0487805,49299.21177,0.5,0.7,2.3,2.9,7.6,10.6,21.5,29.3,14.2,10.4,0,0,4018,7.38,1.75,0.14,0.14
Chile,2019,-2461.585143,0.06913501,103.264542,80.181,25322.71106,0.8,1.2,2.9,9.1,9.8,12.4,12.3,14.3,7.7,28.9,0.5,0.3,992,7.35,2.32,0.238,0.238476954
Colombia,2019,315.389892,-0.663913071,103.35463,77.287,15673.09435,2.9,0.5,1.2,2,10.2,5,8.8,16.2,7,46.1,0,0,1520,8.12,2.31,0.168,0.168
Croatia,2019,3111.9,0.611546874,102.849792,78.4243902,30543.93375,1.1,1,1.9,2.4,13.4,9.5,18.1,20,7.9,22.5,2,0.3,1458,7.42,2.06,0.198,0.201424212
Cyprus,2019,2423.722497,0.308603942,99.2319336,80.982,42338.87891,2.9,0.3,3.4,5,19.5,11.3,15.6,18,7.8,14.7,1.1,0.5,985,6.8,2.2,0.311,0.312877264
Czechia,2019,3437.406948,0.922095716,101.807053,79.2292683,42847.00474,1.9,1.7,2.8,5,12.2,9.8,14.4,22.1,13.3,14.8,1.6,0.5,1789,7.13,2.18,0.236,0.238624874
Denmark,2019,3882.21048,0.950011313,129.317444,81.4512195,58700.97467,0.6,0.6,1.1,2,6.8,6.6,17.1,32.7,17.9,13.8,0.6,0.3,3339,7.74,1.68,0.111,0.111334002
Ecuador,2019,-126.355491,-0.269370615,101.917908,77.01,11850.49495,3.2,1.4,1.5,3.5,11.1,6.9,13.9,18.3,8.1,31.1,0.9,0,1188,7.57,2.37,0.207,0.208879919
Estonia,2019,4043.073768,0.718465984,117.716209,78.6463415,37851.30077,0.6,1,3.1,2.6,15,10.4,19.5,21.3,11.7,12.6,1.7,0.5,1276,7.13,1.95,0.223,0.225708502
Finland,2019,4272.76359,1.005103469,152.119446,81.9829268,50321.53969,0.5,0.7,1.1,1.4,5.9,5.9,16.3,34.3,18.4,13.5,1.6,0.3,1197,7.81,1.63,0.096,0.097264438
France,2019,3189.707022,0.324910909,104.370781,82.8268293,49072.36383,2.4,1.8,2.3,3.9,13.1,11.8,17.9,25.8,8.2,12.3,0.4,0.1,1872,6.96,2.1,0.235,0.235707121
Georgia,2019,2919.763083,-0.415690362,106.752693,73.767,15621.87366,15.1,5.4,2.5,2.8,13.3,6.2,8.2,9.1,5.5,30.6,1.1,0.2,2183,6.42,3.3,0.391,0.394550959
Germany,2019,3530.432679,0.684574544,94.79245,81.2926829,55652.88749,0.7,0.6,2.2,3.6,14.2,9.8,20.1,24.5,9.1,13.6,1.3,0.2,3647,7.19,1.9,0.213,0.21536906
Greece,2019,2696.120352,0.13121371,105.21257,81.6390244,30356.2664,1.9,4.1,8,10.1,14.1,16.6,20.2,15,5.3,4.4,0.3,0.1,1196,5.99,2.1,0.382,0.382765531
Guatemala,2019,1089.059499,-0.418793201,50.1174698,74.302,9018.51752,1.5,0.7,1.3,3,9.4,10.1,14.6,18,11.6,29.9,0,0,1229,7.75,2.11,0.159,0.159
Hong Kong,2019,1545.353532,0.092972033,106.443359,85.0780488,62103.41335,1.7,1.2,3.4,6.1,14.8,16.1,21.1,20.4,6.6,8.3,0.2,0,2072,6.64,1.97,0.272,0.27254509
Hungary,2019,3254.212086,0.843145311,86.4889297,76.3195122,33514.94179,2.4,1.2,2.8,4.9,16.6,10.4,13.9,21.5,6.7,18.7,0.4,0.4,1507,7.01,2.24,0.279,0.279
Iceland,2019,4482.450519,1.381934285,113.703453,83.1634146,58290.09683,0.2,0.7,1.6,1.5,6.6,6.7,17,34.1,17.3,13.5,0.4,0.4,1620,7.74,1.64,0.106,0.106
Italy,2019,2889.16386,0.428431302,100.38871,83.497561,44376.1625,1,0.9,1.6,2.6,8.2,16.4,25.1,25.9,8.1,8.8,1.3,0,2251,7.11,1.72,0.143,0.144883485
Kazakhstan,2019,3313.350537,-0.256105691,113.792992,73.18,27463.97155,4.1,1.2,2.6,5.9,17.2,14.5,15.3,14.9,7.5,14.8,1.7,0.4,1249,6.67,2.31,0.31,0.31408308
Jordan,2019,2110.376316,-0.274932474,66.0014877,74.526,10496.43835,2.5,1.2,1.5,3.2,14.2,9.5,15.5,18.3,9.5,24.7,0,0,1203,7.37,2.24,0.226,0.226
Korea,2019,2477.635233,0.566344142,95.5517731,83.2268293,42998.38824,0.2,0.3,1.6,4,7.7,12.4,37.6,27.1,7.1,2,0,0,1245,6.98,1.39,0.138,0.138
Latvia,2019,3924.694815,0.474999398,107.570869,75.3878049,31883.25911,3.7,3,3.9,5.3,13.2,12.5,18.5,20.2,9.6,8.7,1.5,0.1,1312,6.57,2.26,0.291,0.295131846
Lithuania,2019,3806.691222,0.927757382,106.592377,76.2829268,38540.78145,1.1,0.7,2.6,4.2,9.1,11.1,15.5,24,12.1,16.2,2.4,0.9,1404,7.35,2.01,0.177,0.179695431
Malaysia,2019,290.523396,0.113924153,86.9933395,76.156,29620.97866,0.6,0.7,2.1,3.4,11,15.1,19.6,24.5,13.2,9.9,0,0,1313,7.18,1.8,0.178,0.178
Mexico,2019,1630.780569,-0.856381536,109.537399,75.054,19862.5632,1.4,1.1,1.6,1.4,7.4,7.1,10,17.7,11.3,40.9,0.1,0,1739,8.17,2.12,0.129,0.129129129
Montenegro,2019,2946.898782,-0.059554223,90.9646988,76.6829268,23072.58274,1.9,1.4,1.2,3.2,8.1,11.7,14.4,15.8,10.3,30.6,1.3,0.2,989,7.69,2.21,0.158,0.159757331
Morocco,2019,2193.627438,-0.353218377,78.1782227,76.68,7865.262207,2.1,2.2,3.8,5.5,10.4,16.1,20.8,17.9,7.5,13.6,0,0,1200,6.81,2.16,0.24,0.24
Netherlands,2019,3597.151677,0.859951735,135.150284,82.1121951,59004.32497,1.2,0.8,2.6,2.9,7.1,13.2,26,29.6,8.5,4.2,2.5,0.2,4375,7.02,1.68,0.146,0.149437052
New Zealand,2019,-2822.138433,1.492021561,126.509949,81.7073171,45554.8094,0.2,0.9,1.8,2.9,6.8,8.4,15.4,25.3,18.4,15.8,1.4,0,1013,7.69,1.81,0.126,0.127789047
Norway,2019,4172.569656,1.246279836,115.607178,82.9585366,66799.16472,0.5,1.1,1.1,2.2,6.3,7.6,20.9,28.4,14.4,17.3,0.1,0,1122,7.69,1.76,0.112,0.112112112
Pakistan,2019,2095.897149,-1.785477161,41.5903206,67.273,5542.208851,3.9,1.6,2.3,3.8,12.2,7.6,7.6,11.4,10.2,39.2,0.3,0.1,1989,7.66,2.58,0.238,0.238476954
Peru,2019,-634.107723,-0.355914146,105.598503,76.736,13401.00669,1,0.4,1.1,1.8,10.9,11.2,14,20.8,16,22.2,0.4,0.2,1392,7.69,1.93,0.152,0.152304609
Philippines,2019,888.700749,-0.753126085,93.9068604,71.231,9290.966062,6.3,3.1,2.5,3.9,18.9,13.1,10.1,13.4,7.9,20.8,0,0,1200,6.66,2.62,0.347,0.347
Poland,2019,3582.441222,0.516105413,110.126617,77.904878,33797.76736,2.9,1,2.6,3,15.2,8.7,17.5,22.5,11.8,13,1.8,0.1,1332,7.04,2.15,0.247,0.251271617
Portugal,2019,2718.591168,1.021689177,120.905891,81.6756098,36172.07254,0.8,0.6,1.3,3.4,13.7,12.5,20,27.1,10,9.6,0.8,0.1,1190,7.13,1.78,0.198,0.19939577
Romania,2019,3170.078109,0.53186214,88.2191162,75.6073171,31867.26319,1.7,0.7,2.4,3.4,12.4,8.2,12.5,14.1,8.8,33.6,1.8,0.4,2810,7.67,2.29,0.206,0.208924949
Russia,2019,4245.15669,-0.683706701,102.139168,73.0839024,30067.74023,2.7,1.7,3.5,4.6,15.7,14.2,16.9,15.3,7.2,14.1,4,0.1,3499,6.73,2.23,0.282,0.293444329
Serbia,2019,3037.139949,-0.163741484,94.9925766,75.9365854,18822.36077,2.8,1.8,4.5,6.4,15.1,12.8,14.2,15.9,9.7,15.2,0.7,0.8,2526,6.75,2.33,0.306,0.305694306
Singapore,2019,93.293727,1.460859299,104.28141,83.595122,102431.3157,1.5,1.5,2.1,4.3,15.2,12.8,23.1,23.5,5.7,9.8,0,0.4,2003,6.83,1.93,0.246,0.24501992
Slovenia,2019,3184.435629,0.710935533,114.145187,81.5292683,40670.87787,0.7,0.7,2,2.2,10.6,6.2,17.7,26.4,13.1,19.9,0.5,0.1,1074,7.63,1.9,0.162,0.162650602
Spain,2019,2791.993023,0.437478542,127.790512,83.8317073,41695.14695,1.2,0.5,0.9,2.9,10.5,13,19.8,19.9,14.6,15.7,0.9,0.1,1198,7.41,1.89,0.16,0.161290323
Sweden,2019,4148.843109,1.026380301,151.172134,83.1097561,54598.78035,1.3,0.5,1.3,1.8,6.5,6.5,21.2,32.1,14,14.9,0,0,1198,7.65,1.76,0.114,0.114
Thailand,2019,1095.032208,-0.575292408,113.355476,77.15,19216.84294,4.2,2.7,4.7,7.2,21.2,15.9,14.5,16,4.6,8.7,0.6,0,1491,6.14,2.23,0.4,0.402414487
United Kingdom,2019,3821.085519,0.491468996,120.080551,81.204878,49041.46355,1.2,0.6,2.2,3.5,10.1,9.4,18.9,26.9,11.6,15.1,0.5,0,1785,7.36,1.93,0.176,0.176884422
United States,2019,2559.22656,0.033437986,99.1894531,78.7878049,65094.79943,1.2,0.7,2.1,2.6,7.9,7.9,15.6,22.7,14.1,24.6,0,0.6,2580,7.74,2.01,0.145,0.144135189
Albania,2020,2839.579908,0.109445848,95.3323669,78.686,13632.18654,5.6,3.5,4.1,5.8,13.9,8.6,11.2,14.6,8.1,24.2,0.3,0.1,1448,6.82,2.71,0.329,0.329659319
Australia,2020,-1743.933462,0.850988686,131.806595,83.2,53316.88543,1.1,1.3,2.7,2.7,8.9,8,15.9,26.6,13.3,18.3,0,1.1,1793,7.5,2.02,0.167,0.165182987
Bangladesh,2020,1634.264586,-0.970162392,81.4880524,72.868,5995.407429,3.2,1,3,2.6,5.7,13.8,17.1,24.6,15.9,13.2,0,0,1200,7.27,2.12,0.155,0.155
Bolivia,2020,-1124.020626,-0.318567306,89.7323608,71.771,8283.131195,0.9,0.8,1.2,3.2,12.8,11.4,14.1,22.3,9,22.4,1.7,0.2,2027,7.48,2.02,0.189,0.191878173
Belarus,2020,3705.976683,-0.736605406,102.672859,74.2268293,20237.55113,1.7,0.9,2.5,4.8,15.4,9.5,18.8,18.4,9.5,18.1,0.3,0.2,1539,7.13,2.14,0.253,0.253253253
Colombia,2020,315.389892,-0.914076626,103.983673,77.46,14868.46982,2.9,0.5,1.2,2,10.2,5,8.8,16.2,7,46.1,0,0,1520,8.12,2.31,0.168,0.168
Ecuador,2020,-126.355491,-0.266253769,101.816818,77.216,10890.45664,3.2,1.4,1.5,3.5,11.1,6.9,13.9,18.3,8.1,31.1,0.9,0,1188,7.57,2.37,0.207,0.208879919
Georgia,2020,2919.763083,-0.423428178,103.086433,73.919,14731.20059,15.1,5.4,2.5,2.8,13.3,6.2,8.2,9.1,5.5,30.6,1.1,0.2,2183,6.42,3.3,0.391,0.394550959
Guatemala,2020,1089.059499,-0.392172635,49.9117088,74.529,8852.947743,1.5,0.7,1.3,3,9.4,10.1,14.6,18,11.6,29.9,0,0,1229,7.75,2.11,0.159,0.159
Hong Kong,2020,1545.353532,0.26116851,107.587692,85.3878049,58980.01105,1.7,1.2,3.4,6.1,14.8,16.1,21.1,20.4,6.6,8.3,0.2,0,2072,6.64,1.97,0.272,0.27254509
Iran,2020,2237.525652,-1.621631861,88.8927536,76.87,15791.15951,5.3,1.3,1.9,2.7,22.1,7.1,12.3,19.4,4.8,22.7,0.3,0.2,1492,6.92,2.48,0.333,0.333333333
Kazakhstan,2020,3313.350537,-0.254261643,103.822746,71.37,26750.44623,4.1,1.2,2.6,5.9,17.2,14.5,15.3,14.9,7.5,14.8,1.7,0.4,1249,6.67,2.31,0.31,0.31408308
Jordan,2020,2110.376316,-0.275730044,68.8369598,74.655,10354.16403,2.5,1.2,1.5,3.2,14.2,9.5,15.5,18.3,9.5,24.7,0,0,1203,7.37,2.24,0.226,0.226
Malaysia,2020,290.523396,0.138853475,85.407959,76.306,27921.41095,0.6,0.7,2.1,3.4,11,15.1,19.6,24.5,13.2,9.9,0,0,1313,7.18,1.8,0.178,0.178
Montenegro,2020,2946.898782,-0.148919776,91.3377228,75.9317073,19989.65367,1.9,1.4,1.2,3.2,8.1,11.7,14.4,15.8,10.3,30.6,1.3,0.2,989,7.69,2.21,0.158,0.159757331
Morocco,2020,2193.627438,-0.396076441,80.322052,76.901,7368.891602,2.1,2.2,3.8,5.5,10.4,16.1,20.8,17.9,7.5,13.6,0,0,1200,6.81,2.16,0.24,0.24
Peru,2020,-634.107723,-0.40597254,106.907516,76.947,11908.0607,1,0.4,1.1,1.8,10.9,11.2,14,20.8,16,22.2,0.4,0.2,1392,7.69,1.93,0.152,0.152304609
Philippines,2020,888.700749,-0.928916991,95.6992416,71.36,8394.242258,6.3,3.1,2.5,3.9,18.9,13.1,10.1,13.4,7.9,20.8,0,0,1200,6.66,2.62,0.347,0.347
Serbia,2020,3037.139949,-0.134225637,92.9392471,74.2292683,19093.95531,2.8,1.8,4.5,6.4,15.1,12.8,14.2,15.9,9.7,15.2,0.7,0.8,2526,6.75,2.33,0.306,0.305694306
Thailand,2020,1095.032208,-0.545783877,112.340736,77.344,18197.94241,4.2,2.7,4.7,7.2,21.2,15.9,14.5,16,4.6,8.7,0.6,0,1491,6.14,2.23,0.4,0.402414487
